review_text,rating,style,sentiment
Would not buy this puffer jacket again; cut is poorly made.,1,puffer jacket,0
This trench coat is beautiful; length feels great quality and true to size. Although the length is regret.,4,trench coat,1
"I comfortable this cargo pants, the price is comfortable.",4,cargo pants,1
"I am flimsy with this chunky sneakers, the quality is flimsy. Although the quality is perfect.",1,chunky sneakers,0
"I stunning this cargo pants, the fabric is comfortable.",4,cargo pants,1
"I am poorly made with this cargo pants, the fabric is returned.",2,cargo pants,0
Absolutely obsessed it — material exceeded my expectations.,5,wide-leg jeans,1
This puffer jacket is worth it; fit feels stunning and true to size.,5,puffer jacket,1
This slip dress is great quality; price feels flattering and true to size.,3,slip dress,-1
Absolutely flattering it — material exceeded my expectations.,5,puffer jacket,1
This oversized blazer is flattering; length feels obsessed and true to size.,5,oversized blazer,1
"I gorgeous this cargo pants, the quality is compliments.",5,cargo pants,1
Absolutely compliments it — material exceeded my expectations.,5,slip dress,1
Honestly disappointed — the length looks too small in person.,2,oversized blazer,0
Absolutely stunning it — fit exceeded my expectations.,5,puffer jacket,1
"I great quality this chunky sneakers, the size is gorgeous. Although the color is regret.",5,chunky sneakers,1
This ballet flats is perfect; price feels soft and true to size.,5,ballet flats,1
Would not buy this ballet flats again; fit is returned.,1,ballet flats,0
This ballet flats is worth it; stitching feels compliments and true to size.,5,ballet flats,1
Absolutely stunning it — material exceeded my expectations.,5,slip dress,1
Absolutely stunning it — size exceeded my expectations.,5,trench coat,1
Honestly poorly made — the cut looks overpriced in person. Although the quality is flattering.,1,chunky sneakers,0
This oversized blazer is flattering; length feels obsessed and true to size.,5,oversized blazer,1
This slip dress is soft; fabric feels perfect and true to size.,5,slip dress,1
"I obsessed this slip dress, the stitching is beautiful.",4,slip dress,1
"I am returned with this slip dress, the fit is regret.",1,slip dress,0
Honestly cheap — the stitching looks too small in person.,1,chunky sneakers,0
This slip dress is worth it; material feels stunning and true to size.,5,slip dress,1
Would not buy this wide-leg jeans again; price is too small.,2,wide-leg jeans,0
"I great quality this ballet flats, the stitching is obsessed.",4,ballet flats,1
"I am shapeless with this oversized blazer, the fabric is cheap.",1,oversized blazer,0
This wide-leg jeans is compliments; price feels flattering and true to size.,4,wide-leg jeans,1
Absolutely gorgeous it — size exceeded my expectations.,5,puffer jacket,1
"I comfortable this slip dress, the material is flattering.",5,slip dress,1
"I beautiful this wide-leg jeans, the color is great quality.",5,wide-leg jeans,1
"I great quality this ballet flats, the length is beautiful.",3,ballet flats,-1
Absolutely worth it it — stitching exceeded my expectations.,4,trench coat,1
This oversized blazer is compliments; stitching feels beautiful and true to size. Although the color is scratchy.,4,oversized blazer,1
This wide-leg jeans is flattering; cut feels obsessed and true to size.,4,wide-leg jeans,1
This wide-leg jeans is compliments; fabric feels love and true to size.,5,wide-leg jeans,1
"I am cheap with this slip dress, the stitching is poorly made. Although the quality is soft.",1,slip dress,0
This ballet flats is beautiful; fit feels gorgeous and true to size. Although the fabric is scratchy.,5,ballet flats,1
Would not buy this ballet flats again; cut is disappointed.,1,ballet flats,0
"I flattering this cargo pants, the fit is soft. Although the stitching is overpriced.",4,cargo pants,1
This trench coat is worth it; material feels compliments and true to size.,5,trench coat,1
Would not buy this chunky sneakers again; price is returned.,2,chunky sneakers,0
"I comfortable this oversized blazer, the material is soft.",4,oversized blazer,1
"I soft this wide-leg jeans, the stitching is perfect.",3,wide-leg jeans,-1
This ballet flats is beautiful; length feels flattering and true to size.,4,ballet flats,1
Honestly awful — the stitching looks itchy in person.,3,slip dress,-1
Absolutely gorgeous it — quality exceeded my expectations. Although the fit is regret.,5,wide-leg jeans,1
"I gorgeous this puffer jacket, the cut is gorgeous. Although the cut is shapeless.",4,puffer jacket,1
Absolutely gorgeous it — material exceeded my expectations.,5,trench coat,1
"I comfortable this cargo pants, the material is obsessed.",4,cargo pants,1
"I am returned with this chunky sneakers, the fabric is itchy.",1,chunky sneakers,0
Absolutely flattering it — quality exceeded my expectations. Although the fabric is flimsy.,4,ballet flats,1
Honestly cheap — the length looks disappointed in person.,1,cargo pants,0
"I am flimsy with this ballet flats, the size is flimsy.",1,ballet flats,0
This chunky sneakers is soft; stitching feels gorgeous and true to size.,4,chunky sneakers,1
Honestly returned — the cut looks regret in person.,1,chunky sneakers,0
Absolutely gorgeous it — material exceeded my expectations.,5,slip dress,1
Absolutely obsessed it — cut exceeded my expectations.,4,slip dress,1
"I stunning this trench coat, the size is perfect.",4,trench coat,1
This chunky sneakers is love; cut feels flattering and true to size.,5,chunky sneakers,1
"I soft this cargo pants, the fabric is flattering.",3,cargo pants,-1
Absolutely gorgeous it — cut exceeded my expectations.,3,ballet flats,-1
This cargo pants is stunning; size feels gorgeous and true to size. Although the stitching is poorly made.,4,cargo pants,1
Absolutely compliments it — fabric exceeded my expectations.,4,trench coat,1
Honestly regret — the fabric looks poorly made in person. Although the fit is love.,1,slip dress,0
This wide-leg jeans is gorgeous; fit feels love and true to size.,5,wide-leg jeans,1
"I worth it this oversized blazer, the length is stunning.",4,oversized blazer,1
Absolutely soft it — stitching exceeded my expectations. Although the fit is returned.,4,chunky sneakers,1
Would not buy this puffer jacket again; material is overpriced.,2,puffer jacket,0
Absolutely comfortable it — size exceeded my expectations. Although the quality is itchy.,4,cargo pants,1
"I beautiful this chunky sneakers, the material is great quality.",5,chunky sneakers,1
"I am cheap with this chunky sneakers, the fabric is flimsy.",2,chunky sneakers,0
"I soft this oversized blazer, the stitching is worth it.",5,oversized blazer,1
Would not buy this cargo pants again; price is flimsy.,1,cargo pants,0
Honestly scratchy — the fit looks shapeless in person.,1,wide-leg jeans,0
Absolutely gorgeous it — quality exceeded my expectations.,4,oversized blazer,1
This cargo pants is compliments; quality feels great quality and true to size. Although the fabric is scratchy.,4,cargo pants,1
Honestly flimsy — the quality looks scratchy in person.,2,slip dress,0
"I comfortable this cargo pants, the fabric is perfect.",5,cargo pants,1
Honestly flimsy — the price looks flimsy in person.,1,cargo pants,0
"I love this wide-leg jeans, the price is obsessed.",5,wide-leg jeans,1
Absolutely perfect it — quality exceeded my expectations.,4,oversized blazer,1
"I am awful with this oversized blazer, the stitching is poorly made.",1,oversized blazer,0
Absolutely stunning it — fit exceeded my expectations.,5,wide-leg jeans,1
This wide-leg jeans is comfortable; stitching feels perfect and true to size.,5,wide-leg jeans,1
Would not buy this puffer jacket again; quality is returned.,1,puffer jacket,0
This ballet flats is love; color feels gorgeous and true to size. Although the fabric is disappointed.,5,ballet flats,1
Would not buy this puffer jacket again; material is returned.,1,puffer jacket,0
"I soft this slip dress, the color is beautiful.",5,slip dress,1
Absolutely great quality it — material exceeded my expectations.,4,ballet flats,1
Honestly regret — the material looks too small in person.,1,chunky sneakers,0
"I am itchy with this puffer jacket, the fabric is poorly made.",2,puffer jacket,0
This puffer jacket is comfortable; color feels great quality and true to size.,5,puffer jacket,1
"I am too small with this chunky sneakers, the color is scratchy.",2,chunky sneakers,0
This puffer jacket is perfect; quality feels gorgeous and true to size.,3,puffer jacket,-1
"I am scratchy with this trench coat, the fabric is cheap.",2,trench coat,0
Absolutely great quality it — quality exceeded my expectations.,4,trench coat,1
"I am too small with this slip dress, the size is itchy.",2,slip dress,0
Would not buy this slip dress again; material is returned.,1,slip dress,0
This wide-leg jeans is perfect; quality feels gorgeous and true to size.,4,wide-leg jeans,1
"I comfortable this wide-leg jeans, the material is soft.",5,wide-leg jeans,1
Would not buy this slip dress again; length is regret.,2,slip dress,0
Would not buy this puffer jacket again; price is scratchy. Although the price is obsessed.,1,puffer jacket,0
"I gorgeous this cargo pants, the length is flattering.",5,cargo pants,1
This trench coat is great quality; stitching feels comfortable and true to size.,4,trench coat,1
This trench coat is soft; material feels obsessed and true to size.,5,trench coat,1
This puffer jacket is compliments; size feels beautiful and true to size.,3,puffer jacket,-1
"I flattering this oversized blazer, the size is soft.",3,oversized blazer,-1
"I am returned with this chunky sneakers, the material is returned.",1,chunky sneakers,0
Absolutely worth it it — material exceeded my expectations.,5,cargo pants,1
Honestly too small — the size looks poorly made in person.,3,trench coat,-1
Honestly itchy — the fabric looks overpriced in person.,2,oversized blazer,0
This trench coat is great quality; price feels flattering and true to size. Although the price is flimsy.,5,trench coat,1
"I compliments this puffer jacket, the material is soft.",4,puffer jacket,1
Would not buy this chunky sneakers again; price is cheap.,2,chunky sneakers,0
"I am regret with this slip dress, the fabric is returned.",2,slip dress,0
"I great quality this ballet flats, the color is love.",5,ballet flats,1
"I am poorly made with this oversized blazer, the size is itchy.",2,oversized blazer,0
Absolutely beautiful it — quality exceeded my expectations.,4,chunky sneakers,1
"I am shapeless with this ballet flats, the cut is poorly made.",1,ballet flats,0
"I am cheap with this trench coat, the length is poorly made.",1,trench coat,0
Honestly poorly made — the cut looks awful in person. Although the fabric is soft.,2,chunky sneakers,0
This ballet flats is gorgeous; fabric feels gorgeous and true to size.,5,ballet flats,1
This ballet flats is soft; color feels beautiful and true to size.,5,ballet flats,1
Absolutely soft it — price exceeded my expectations.,5,wide-leg jeans,1
Absolutely worth it it — length exceeded my expectations. Although the size is regret.,3,cargo pants,-1
"I am returned with this oversized blazer, the quality is itchy.",2,oversized blazer,0
Would not buy this ballet flats again; fit is overpriced.,2,ballet flats,0
This trench coat is compliments; cut feels stunning and true to size. Although the material is overpriced.,4,trench coat,1
Absolutely comfortable it — quality exceeded my expectations.,4,oversized blazer,1
"I flattering this wide-leg jeans, the material is flattering.",5,wide-leg jeans,1
This trench coat is beautiful; color feels comfortable and true to size.,4,trench coat,1
Absolutely great quality it — quality exceeded my expectations.,4,slip dress,1
This cargo pants is worth it; fit feels comfortable and true to size.,4,cargo pants,1
Absolutely worth it it — fabric exceeded my expectations.,5,oversized blazer,1
Absolutely gorgeous it — cut exceeded my expectations.,5,puffer jacket,1
"I am poorly made with this cargo pants, the quality is awful.",1,cargo pants,0
Honestly itchy — the size looks too small in person.,2,cargo pants,0
Honestly awful — the stitching looks too small in person.,1,slip dress,0
"I comfortable this oversized blazer, the quality is flattering.",3,oversized blazer,-1
This slip dress is worth it; stitching feels love and true to size.,3,slip dress,-1
Honestly regret — the fabric looks flimsy in person. Although the price is beautiful.,2,ballet flats,0
"I soft this wide-leg jeans, the size is flattering.",5,wide-leg jeans,1
This wide-leg jeans is stunning; length feels worth it and true to size.,5,wide-leg jeans,1
Absolutely worth it it — quality exceeded my expectations.,5,puffer jacket,1
Absolutely stunning it — price exceeded my expectations.,4,ballet flats,1
This trench coat is flattering; fit feels great quality and true to size.,5,trench coat,1
"I beautiful this wide-leg jeans, the fit is stunning.",4,wide-leg jeans,1
This oversized blazer is great quality; price feels soft and true to size.,4,oversized blazer,1
Honestly poorly made — the size looks too small in person.,3,trench coat,-1
"I am too small with this trench coat, the fabric is itchy.",1,trench coat,0
This ballet flats is love; price feels flattering and true to size.,4,ballet flats,1
"I am itchy with this cargo pants, the length is disappointed.",2,cargo pants,0
Would not buy this ballet flats again; cut is flimsy.,2,ballet flats,0
Would not buy this ballet flats again; color is flimsy.,2,ballet flats,0
This oversized blazer is beautiful; quality feels stunning and true to size.,4,oversized blazer,1
Honestly scratchy — the price looks regret in person.,2,slip dress,0
Honestly flimsy — the price looks awful in person. Although the stitching is worth it.,1,chunky sneakers,0
Honestly returned — the stitching looks flimsy in person.,2,ballet flats,0
Absolutely gorgeous it — fit exceeded my expectations.,4,trench coat,1
"I flattering this trench coat, the stitching is gorgeous.",5,trench coat,1
Absolutely beautiful it — stitching exceeded my expectations.,5,trench coat,1
Would not buy this chunky sneakers again; material is shapeless.,2,chunky sneakers,0
This chunky sneakers is great quality; color feels compliments and true to size.,4,chunky sneakers,1
This ballet flats is soft; price feels beautiful and true to size.,5,ballet flats,1
"I comfortable this slip dress, the fabric is worth it. Although the length is cheap.",5,slip dress,1
This chunky sneakers is obsessed; material feels obsessed and true to size.,5,chunky sneakers,1
Absolutely soft it — length exceeded my expectations.,5,puffer jacket,1
This puffer jacket is stunning; fabric feels compliments and true to size.,4,puffer jacket,1
Would not buy this slip dress again; fabric is disappointed.,1,slip dress,0
Absolutely stunning it — fabric exceeded my expectations.,4,cargo pants,1
Absolutely flattering it — price exceeded my expectations. Although the stitching is awful.,5,chunky sneakers,1
Absolutely obsessed it — fabric exceeded my expectations.,4,cargo pants,1
Honestly itchy — the price looks awful in person.,1,chunky sneakers,0
"I gorgeous this wide-leg jeans, the material is stunning.",4,wide-leg jeans,1
"I am itchy with this trench coat, the fit is flimsy.",2,trench coat,0
Would not buy this chunky sneakers again; size is overpriced.,2,chunky sneakers,0
Absolutely perfect it — fit exceeded my expectations.,5,slip dress,1
"I compliments this wide-leg jeans, the length is perfect.",5,wide-leg jeans,1
"I perfect this slip dress, the material is soft.",5,slip dress,1
Honestly itchy — the fit looks poorly made in person.,2,slip dress,0
This oversized blazer is compliments; fit feels gorgeous and true to size.,5,oversized blazer,1
Absolutely perfect it — stitching exceeded my expectations. Although the price is disappointed.,5,puffer jacket,1
Would not buy this cargo pants again; price is flimsy.,2,cargo pants,0
Would not buy this chunky sneakers again; length is awful.,3,chunky sneakers,-1
"I love this oversized blazer, the size is stunning.",5,oversized blazer,1
"I am shapeless with this chunky sneakers, the price is regret.",1,chunky sneakers,0
Absolutely love it — quality exceeded my expectations.,5,puffer jacket,1
Honestly poorly made — the quality looks shapeless in person. Although the length is great quality.,2,puffer jacket,0
"I flattering this ballet flats, the cut is great quality.",4,ballet flats,1
"I love this cargo pants, the material is love.",5,cargo pants,1
Honestly awful — the fabric looks poorly made in person.,2,cargo pants,0
This wide-leg jeans is flattering; color feels soft and true to size. Although the fabric is returned.,4,wide-leg jeans,1
Absolutely worth it it — material exceeded my expectations.,4,wide-leg jeans,1
This ballet flats is compliments; color feels worth it and true to size. Although the material is itchy.,4,ballet flats,1
This cargo pants is comfortable; material feels great quality and true to size.,5,cargo pants,1
Would not buy this ballet flats again; color is shapeless.,1,ballet flats,0
Would not buy this trench coat again; color is awful.,1,trench coat,0
Absolutely gorgeous it — color exceeded my expectations.,5,trench coat,1
This trench coat is stunning; price feels worth it and true to size.,4,trench coat,1
Honestly cheap — the stitching looks poorly made in person.,1,slip dress,0
Would not buy this cargo pants again; quality is poorly made.,2,cargo pants,0
Absolutely flattering it — color exceeded my expectations.,5,puffer jacket,1
Absolutely comfortable it — size exceeded my expectations.,5,cargo pants,1
Absolutely soft it — fit exceeded my expectations. Although the cut is awful.,5,puffer jacket,1
This puffer jacket is soft; price feels obsessed and true to size.,4,puffer jacket,1
Absolutely worth it it — size exceeded my expectations.,5,ballet flats,1
Would not buy this trench coat again; length is scratchy.,1,trench coat,0
"I soft this ballet flats, the fit is perfect.",4,ballet flats,1
"I stunning this puffer jacket, the color is soft.",4,puffer jacket,1
This slip dress is worth it; cut feels gorgeous and true to size.,4,slip dress,1
This trench coat is soft; size feels flattering and true to size.,4,trench coat,1
"I stunning this slip dress, the price is flattering. Although the cut is overpriced.",4,slip dress,1
This oversized blazer is perfect; color feels love and true to size.,4,oversized blazer,1
Honestly poorly made — the stitching looks regret in person.,1,cargo pants,0
This trench coat is stunning; stitching feels beautiful and true to size.,5,trench coat,1
"I am disappointed with this puffer jacket, the size is returned.",3,puffer jacket,-1
"I obsessed this ballet flats, the fit is worth it.",4,ballet flats,1
Absolutely comfortable it — length exceeded my expectations.,5,wide-leg jeans,1
Would not buy this ballet flats again; quality is regret.,3,ballet flats,-1
"I am shapeless with this puffer jacket, the fit is returned.",1,puffer jacket,0
Absolutely great quality it — length exceeded my expectations.,4,cargo pants,1
"I soft this cargo pants, the quality is beautiful.",5,cargo pants,1
Absolutely perfect it — price exceeded my expectations.,5,puffer jacket,1
Honestly returned — the fit looks itchy in person.,2,ballet flats,0
Would not buy this ballet flats again; material is flimsy.,1,ballet flats,0
This trench coat is flattering; fit feels beautiful and true to size.,4,trench coat,1
"I am cheap with this oversized blazer, the price is overpriced.",2,oversized blazer,0
"I beautiful this oversized blazer, the fabric is great quality.",4,oversized blazer,1
Absolutely flattering it — cut exceeded my expectations.,5,trench coat,1
"I flattering this slip dress, the price is comfortable.",5,slip dress,1
Would not buy this chunky sneakers again; quality is shapeless.,2,chunky sneakers,0
This slip dress is great quality; price feels soft and true to size.,4,slip dress,1
Absolutely worth it it — color exceeded my expectations.,5,puffer jacket,1
This oversized blazer is love; size feels perfect and true to size.,5,oversized blazer,1
"I great quality this cargo pants, the size is worth it.",5,cargo pants,1
Absolutely perfect it — fabric exceeded my expectations.,3,ballet flats,-1
"I comfortable this trench coat, the price is comfortable.",5,trench coat,1
"I comfortable this cargo pants, the fit is stunning.",5,cargo pants,1
"I gorgeous this puffer jacket, the size is soft. Although the material is cheap.",3,puffer jacket,-1
This oversized blazer is soft; material feels stunning and true to size.,5,oversized blazer,1
"I am disappointed with this slip dress, the price is returned.",1,slip dress,0
Absolutely love it — stitching exceeded my expectations.,3,chunky sneakers,-1
Absolutely gorgeous it — color exceeded my expectations.,5,slip dress,1
"I comfortable this puffer jacket, the color is gorgeous.",5,puffer jacket,1
Honestly regret — the stitching looks cheap in person.,1,cargo pants,0
"I gorgeous this wide-leg jeans, the size is soft. Although the fabric is overpriced.",3,wide-leg jeans,-1
Absolutely flattering it — fit exceeded my expectations.,5,slip dress,1
Honestly shapeless — the fabric looks disappointed in person.,2,puffer jacket,0
Absolutely great quality it — fabric exceeded my expectations.,3,oversized blazer,-1
This cargo pants is compliments; price feels gorgeous and true to size.,4,cargo pants,1
"I stunning this wide-leg jeans, the length is obsessed.",4,wide-leg jeans,1
"I am flimsy with this slip dress, the quality is awful. Although the quality is obsessed.",1,slip dress,0
"I am cheap with this trench coat, the color is regret.",1,trench coat,0
This puffer jacket is comfortable; stitching feels beautiful and true to size.,4,puffer jacket,1
"I obsessed this chunky sneakers, the fit is worth it.",5,chunky sneakers,1
Honestly itchy — the color looks returned in person.,2,oversized blazer,0
This cargo pants is obsessed; fabric feels gorgeous and true to size.,5,cargo pants,1
"I great quality this oversized blazer, the size is comfortable.",4,oversized blazer,1
"I beautiful this chunky sneakers, the stitching is stunning.",4,chunky sneakers,1
"I love this trench coat, the length is stunning.",5,trench coat,1
Would not buy this ballet flats again; size is flimsy.,1,ballet flats,0
"I perfect this slip dress, the quality is obsessed.",4,slip dress,1
"I am itchy with this chunky sneakers, the length is shapeless. Although the length is compliments.",2,chunky sneakers,0
"I obsessed this cargo pants, the fabric is obsessed.",5,cargo pants,1
Absolutely flattering it — fabric exceeded my expectations.,5,wide-leg jeans,1
This wide-leg jeans is compliments; quality feels compliments and true to size.,4,wide-leg jeans,1
"I compliments this oversized blazer, the quality is comfortable.",5,oversized blazer,1
Honestly poorly made — the cut looks flimsy in person.,1,ballet flats,0
This oversized blazer is beautiful; size feels great quality and true to size.,5,oversized blazer,1
"I perfect this cargo pants, the length is perfect.",5,cargo pants,1
"I comfortable this chunky sneakers, the length is comfortable. Although the price is disappointed.",5,chunky sneakers,1
Honestly awful — the material looks poorly made in person. Although the stitching is beautiful.,2,slip dress,0
Absolutely soft it — stitching exceeded my expectations.,5,chunky sneakers,1
Would not buy this ballet flats again; length is flimsy.,2,ballet flats,0
Would not buy this trench coat again; length is flimsy. Although the size is great quality.,2,trench coat,0
"I am flimsy with this wide-leg jeans, the color is shapeless.",1,wide-leg jeans,0
"I obsessed this oversized blazer, the fit is love.",4,oversized blazer,1
"I love this wide-leg jeans, the material is compliments.",5,wide-leg jeans,1
This cargo pants is great quality; color feels worth it and true to size.,5,cargo pants,1
"I am returned with this slip dress, the material is poorly made.",1,slip dress,0
Absolutely gorgeous it — stitching exceeded my expectations.,4,wide-leg jeans,1
This chunky sneakers is compliments; fabric feels worth it and true to size.,4,chunky sneakers,1
This slip dress is compliments; fabric feels beautiful and true to size. Although the stitching is scratchy.,5,slip dress,1
Absolutely gorgeous it — stitching exceeded my expectations.,4,puffer jacket,1
Honestly flimsy — the material looks overpriced in person.,1,puffer jacket,0
Absolutely worth it it — size exceeded my expectations.,4,wide-leg jeans,1
This ballet flats is perfect; color feels gorgeous and true to size.,5,ballet flats,1
This wide-leg jeans is beautiful; price feels flattering and true to size.,4,wide-leg jeans,1
"I perfect this wide-leg jeans, the quality is compliments. Although the price is flimsy.",4,wide-leg jeans,1
Honestly awful — the cut looks returned in person.,1,chunky sneakers,0
This slip dress is perfect; material feels obsessed and true to size.,5,slip dress,1
"I am itchy with this chunky sneakers, the size is disappointed. Although the cut is perfect.",1,chunky sneakers,0
"I beautiful this cargo pants, the stitching is love.",5,cargo pants,1
Would not buy this chunky sneakers again; fit is itchy.,3,chunky sneakers,-1
This ballet flats is stunning; cut feels gorgeous and true to size.,4,ballet flats,1
This ballet flats is flattering; price feels gorgeous and true to size.,5,ballet flats,1
Absolutely perfect it — price exceeded my expectations.,4,chunky sneakers,1
"I am shapeless with this cargo pants, the quality is poorly made.",2,cargo pants,0
"I flattering this chunky sneakers, the fit is comfortable.",4,chunky sneakers,1
"I perfect this oversized blazer, the price is soft.",4,oversized blazer,1
This trench coat is worth it; fabric feels flattering and true to size.,5,trench coat,1
Absolutely flattering it — fit exceeded my expectations.,5,slip dress,1
Honestly scratchy — the size looks itchy in person.,1,wide-leg jeans,0
Absolutely soft it — color exceeded my expectations.,5,cargo pants,1
Absolutely stunning it — color exceeded my expectations.,4,trench coat,1
This wide-leg jeans is obsessed; stitching feels beautiful and true to size.,5,wide-leg jeans,1
"I soft this puffer jacket, the material is beautiful.",3,puffer jacket,-1
"I flattering this oversized blazer, the color is beautiful.",4,oversized blazer,1
This wide-leg jeans is great quality; fabric feels stunning and true to size.,4,wide-leg jeans,1
This oversized blazer is flattering; quality feels flattering and true to size. Although the quality is flimsy.,5,oversized blazer,1
"I flattering this trench coat, the length is perfect.",4,trench coat,1
"I perfect this chunky sneakers, the color is soft.",5,chunky sneakers,1
This oversized blazer is soft; stitching feels soft and true to size.,4,oversized blazer,1
"I beautiful this slip dress, the stitching is love.",5,slip dress,1
"I am overpriced with this slip dress, the cut is flimsy.",3,slip dress,-1
"I compliments this slip dress, the size is great quality.",4,slip dress,1
Absolutely compliments it — stitching exceeded my expectations.,3,puffer jacket,-1
Absolutely gorgeous it — stitching exceeded my expectations.,5,trench coat,1
Absolutely worth it it — fit exceeded my expectations.,5,trench coat,1
"I am too small with this ballet flats, the size is disappointed. Although the cut is compliments.",2,ballet flats,0
Absolutely obsessed it — fabric exceeded my expectations.,5,cargo pants,1
Absolutely compliments it — length exceeded my expectations.,4,puffer jacket,1
This chunky sneakers is beautiful; price feels love and true to size.,5,chunky sneakers,1
"I gorgeous this oversized blazer, the quality is love.",5,oversized blazer,1
Honestly too small — the fit looks itchy in person.,2,slip dress,0
This trench coat is gorgeous; stitching feels worth it and true to size.,4,trench coat,1
Would not buy this puffer jacket again; fabric is disappointed.,1,puffer jacket,0
"I am itchy with this cargo pants, the color is itchy. Although the fabric is soft.",2,cargo pants,0
"I am too small with this slip dress, the quality is poorly made.",1,slip dress,0
"I obsessed this puffer jacket, the fit is flattering.",5,puffer jacket,1
Honestly flimsy — the fabric looks scratchy in person.,2,trench coat,0
"I am too small with this trench coat, the fit is regret.",1,trench coat,0
Absolutely beautiful it — stitching exceeded my expectations. Although the size is poorly made.,4,wide-leg jeans,1
This trench coat is great quality; length feels soft and true to size.,3,trench coat,-1
"I am cheap with this chunky sneakers, the size is shapeless.",3,chunky sneakers,-1
Would not buy this wide-leg jeans again; size is poorly made.,1,wide-leg jeans,0
"I beautiful this wide-leg jeans, the quality is comfortable.",4,wide-leg jeans,1
Absolutely perfect it — fit exceeded my expectations.,4,slip dress,1
Would not buy this chunky sneakers again; color is shapeless.,2,chunky sneakers,0
This slip dress is comfortable; cut feels obsessed and true to size.,4,slip dress,1
Absolutely perfect it — price exceeded my expectations.,5,ballet flats,1
Absolutely obsessed it — stitching exceeded my expectations.,4,puffer jacket,1
Honestly regret — the cut looks too small in person.,2,slip dress,0
Absolutely perfect it — fabric exceeded my expectations.,5,cargo pants,1
This cargo pants is great quality; stitching feels stunning and true to size.,4,cargo pants,1
Would not buy this slip dress again; color is scratchy.,3,slip dress,-1
This wide-leg jeans is great quality; length feels comfortable and true to size.,3,wide-leg jeans,-1
Would not buy this puffer jacket again; fit is cheap.,2,puffer jacket,0
Absolutely comfortable it — stitching exceeded my expectations.,4,wide-leg jeans,1
Would not buy this trench coat again; material is itchy.,2,trench coat,0
"I am flimsy with this oversized blazer, the cut is regret.",1,oversized blazer,0
Honestly flimsy — the cut looks disappointed in person.,2,cargo pants,0
"I love this oversized blazer, the quality is soft.",5,oversized blazer,1
Absolutely worth it it — length exceeded my expectations.,5,oversized blazer,1
"I stunning this chunky sneakers, the color is great quality.",5,chunky sneakers,1
Absolutely great quality it — material exceeded my expectations.,4,cargo pants,1
Absolutely gorgeous it — fit exceeded my expectations.,5,cargo pants,1
"I beautiful this oversized blazer, the fabric is soft.",4,oversized blazer,1
Honestly flimsy — the material looks scratchy in person.,3,cargo pants,-1
"I stunning this chunky sneakers, the cut is worth it.",4,chunky sneakers,1
Would not buy this oversized blazer again; color is disappointed.,2,oversized blazer,0
"I comfortable this puffer jacket, the size is comfortable.",5,puffer jacket,1
Absolutely obsessed it — price exceeded my expectations.,3,oversized blazer,-1
Absolutely stunning it — size exceeded my expectations.,3,cargo pants,-1
This trench coat is beautiful; fit feels soft and true to size.,4,trench coat,1
Honestly flimsy — the size looks awful in person.,1,slip dress,0
"I am itchy with this wide-leg jeans, the price is cheap.",1,wide-leg jeans,0
This oversized blazer is compliments; cut feels comfortable and true to size.,5,oversized blazer,1
This oversized blazer is flattering; fabric feels love and true to size. Although the cut is overpriced.,5,oversized blazer,1
Absolutely great quality it — price exceeded my expectations.,5,wide-leg jeans,1
This oversized blazer is stunning; fit feels great quality and true to size. Although the price is awful.,5,oversized blazer,1
"I flattering this cargo pants, the cut is worth it.",5,cargo pants,1
Would not buy this chunky sneakers again; fit is flimsy.,2,chunky sneakers,0
Honestly shapeless — the stitching looks disappointed in person.,1,trench coat,0
"I obsessed this puffer jacket, the length is stunning.",4,puffer jacket,1
"I am awful with this wide-leg jeans, the quality is cheap.",2,wide-leg jeans,0
"I am shapeless with this puffer jacket, the stitching is cheap. Although the color is perfect.",3,puffer jacket,-1
Honestly flimsy — the color looks shapeless in person.,2,trench coat,0
Absolutely perfect it — cut exceeded my expectations.,4,puffer jacket,1
Absolutely great quality it — quality exceeded my expectations.,4,slip dress,1
This chunky sneakers is beautiful; length feels obsessed and true to size.,5,chunky sneakers,1
Absolutely perfect it — color exceeded my expectations.,4,cargo pants,1
"I flattering this cargo pants, the color is perfect.",5,cargo pants,1
"I gorgeous this oversized blazer, the size is compliments. Although the fit is overpriced.",5,oversized blazer,1
This trench coat is gorgeous; fit feels comfortable and true to size.,4,trench coat,1
This wide-leg jeans is beautiful; stitching feels flattering and true to size.,5,wide-leg jeans,1
This cargo pants is love; price feels beautiful and true to size.,4,cargo pants,1
"I flattering this wide-leg jeans, the size is compliments.",4,wide-leg jeans,1
This slip dress is obsessed; price feels worth it and true to size.,4,slip dress,1
"I comfortable this chunky sneakers, the length is comfortable.",4,chunky sneakers,1
"I beautiful this slip dress, the price is love.",3,slip dress,-1
"I am scratchy with this cargo pants, the fit is itchy.",2,cargo pants,0
Honestly awful — the length looks flimsy in person.,3,oversized blazer,-1
Would not buy this chunky sneakers again; quality is poorly made.,2,chunky sneakers,0
Absolutely stunning it — price exceeded my expectations. Although the material is itchy.,5,wide-leg jeans,1
Would not buy this puffer jacket again; color is cheap.,2,puffer jacket,0
Absolutely love it — fit exceeded my expectations. Although the size is returned.,4,oversized blazer,1
"I beautiful this ballet flats, the color is beautiful.",5,ballet flats,1
Would not buy this cargo pants again; color is too small.,1,cargo pants,0
"I worth it this wide-leg jeans, the stitching is gorgeous.",4,wide-leg jeans,1
